"","likeCount","Comments","Author"
"9779","0","dhdh hanjur","Faizal Muhammad40"
"9780","0","aman mhank","Alfi syahrin"
"9781","0","maksain jadi menit demi adsenseannel keluarga","Saya Gila"
"9782","0","mantap anjennkkkk","aisyaa cantik"
"9783","0","uzumaki kontoru","zlnk pro16"
"9784","1","dasar anak haram","semut terberak tai ayam"
"9785","0","haters goblok anjing slow gaes semua orang punyak hak sukuri yang lu punya sekarang tanpa lu ngehujat orang v idup lo maksa lo ya buat ngehujat orang wkwk dasar kontol ontol","Ryanputra"
"9786","0","gw nonton video lu bang tapi gak niru ketolololan lu v","Irfan Anam"
"9788","0","kangen intronya njir wkwk","Nabil Al-Afkari"
"9789","1","jt subscreb pasti bisa","agil fahmi"
"9790","0","siapa yang kangen intro erickolim kiamat hidup kadang tidak adil","Si Ocong"
"9791","0","gw gapeduli kata haters tapi kok bikin lagu rambut gue ijo wkwkw","Gandung Gozali Abdillah"
"9792","1","njenk muka daylen rambut warpathkin lagu rambut gue ijo wkwkw","Official Zers ZX"
"9793","1","ericko lu katain begitu ga nge pek tolol","Irchan Boys"
"9794","0","banyak haters banyak rezeki","irfann dhociss"
"9795","0","sabar bang gua slalu dukung lu sampe lu kurus hehehe 
 d","Sahabat NanDa Bonda"
"9796","0","jadi duit tuh coment hahah","Manks GaRoX"
"9797","0","haters kok jahatnt hahah","f l"
"9798","0","kontt","FIRDAT 17"
"9799","1","bau memek wkwkk","Lil Cube"
"9800","1","haters adalah fans yang tersakiti","BOBBI "
"9801","0","ngakak pas ngajakin orang lewat dm asw lah","sepupunya si ocong"
"9802","0","semakin lu hina dia semakin banyak duit nya haha","Rafi Pasya"
"9803","1","kontoru","Zain fcb"
"9804","0","terus bang bikin vidio","alifaja714"
"9805","0","ada qorygore gak di youtube rewind","hey you"
"9806","0","bang kan mereka suruh un sub kalo sub abang kayak mana abang makan teman abang makan yg bilang pikir kali bos",""
"9807","0","bang intronya yang dulu aja bang bagus","Musik and Lirik"
"9808","0","i support you","MIGHT 611Hz"
"9809","0","alhasil yg ngebully lo t e r d y a m v","Tzzx mvp"
"9810","0","kapan botak","Indra Maulana"
"9811","0","sumpah ngakak nonstop ajg btw intronya yg ini aja rik","CRISSARO ABRAHAM"
"9812","1","gue sange dan akhirnya coli 
 



btw lain kali opening nya pake lagu wik wik wik","Rizkie Fhadillah"
"9813","0","ada presiden dewa","frnazhm"
"9814","0","salam kontoru desu v","Nicus Domi"
"9815","1","haters like desu v","nenek granny"
"9816","0","yang kaya gni nih gw suka","ardian joko01"
"9817","0","chanel pendidikan sangat berfaedah","Muh Riswandy"
"9818","0","kata terhibur sangat berfaedah","Afrilian Danarsyah"
"9819","0","ganteng bgt bgst","Rayford."
"9820","0","intro yang sangat di rindukann","xxxtentacion z"
"9821","0","respect kak erikdi rindukann","Rayyan Athaya"
"9822","0","jadi intinya haters duit","Decky Syahputra"
"9823","0","hey erico kontol baca jnngan bacot aja ayo main squn kontol main free fire","Badik Mon"
"9824","0","hatters gak punya otak","Omang gun"
"9825","0","i miss that intro","Yoel Simsong"
"9826","0","kekurangan konten kah ngan bacot aja ayo main squn kontol main free fire","Skak Gamers"
"9827","0","semakin lu ngehate eric semakin gua ngakak wkwk lu ngehate eric jangan pake toxic tpi pake lu nasehatin wkwk","Faro Rude"
"9828","0","haters fuck","yayatogs soapking"
"9829","0","haterss kontol bangsaat toxicc ngentot","Arya Yudayana"
"9830","0","eric kontolim","arrasy qisthy"
"9831","0","kangen intro yg hidup kadang sangat tidak adil","Zendy Nugroho"
"9832","1","erik ngentod gua suka lu toxic anjing gudd entoddd","Davi Yukimak"
"9833","0","konten pebeh lah kontol","Rafli Fahreza"
"9834","0","nonton video ini di ruang tamu pas lagi rame ramenya","Milky Way's"
"9835","0","saya bukan jessnolimit","akbar kl"
"9836","0","i love ericko lim","Mohammad Amirur Rozaqi"
"9837","0","   ","Aditya Dhea"
"9838","0","ericko lim joker 
kayak org gila tapi ada mission","DAN ID"
"9839","0","cie sama oddy","Yellow Bunny"
"9840","0","hellprint lookkit you just like bar bar man","Andrew Yulianto"
"9841","0","ko ngegas apa hak anda berpendapat dsni","Lone Wolf"
"9842","0","ga ush nonton lebay","Agus Wahyu"
"9843","0","bener tuh","Aldo Florensius"
"9844","0","good","Phaphel Zida"
"9845","38","kangen intro tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tungtung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung

intinya sbscribe gw ntar gw sbsbck","DUMM IND"
"9846","0","depan kamera dan personal itu beda coy dia memang hobi buat video kaya tai tapi menghibur tp personalnya beda banget dari apa yg kalian pikir","Ridwansyah_iwan"
"9847","1","kontol anjing bangsat gw gapernah diajak gnian mati saja kau bangsat ngentottt gw benci sama luu kontolll","Lil Pan"
"9848","0","gua soapers sampe ig gua gua namain soapers plus foto profil wa gua ericko lim","Mohammad Amirur Rozaqi"
"9849","0","wkwkwk intro nya akhirnya di pake lagirs plus foto profil wa gua ericko lim","Akmal 23"
"9850","0","bagi gue keren","juli apriadi"
"9851","1","rik buat cara mempercepat tumbuh jem ut ok","bakul sego"
"9852","0","buat tutorial masak lagi donk erikontoruu","LOUIS CHANNEL"
"9853","0","makan roti isi jemb u","Gaming top"
"9854","1","bang ko muka lu kae kntlonk erikontoruu","Soapers _ official"
"9855","0","rik di tunngu gp lu sama kimmi hime","Jac QueLine"
"9856","0","hater mah bebas  sama kimmi hime","Sultan Syahban"
"9857","0","rambut gua ijo","Nanda Wahyu"
"9858","0","gw tetep soapers lah gilaa","Robi Tampan"
"9859","0","bacot anjg buang waktu aja bikin konten begini mana gaada iklan sama sekali 
mending lu bikin konten sama cewek lu yg super pinter polos konyol tidak pansos kaya sebelumnya v keburu dia sadar rik ntar di tinggal lagi wkwk fokus sama yt rewind","Ravy Yansen"
"9860","0","hahha ini kebanyakan hatters penjilat neh wakakka hatters ngikutin jaman dasar hatters kontol","Aditya Pratama Putra"
"9861","0","the best part ever v


 the ultimate best part ever v","Iwan Iwan"
"9862","0","bang kurangin ngomong kasar","Fauzan Firzatullah"
"9863","0","buat lagu bareng gw bang v","SENDP.A.I"
"9864","71","wkowko inget gw dan komentar gw ga rik","WesGamers"
"9865","0","emang ada haters baik","Adit Hermansyah"
"9866","0","eh erikontol cewek lu lonte atau apa sih
dan lg lu kgk malu collab sama youtuber lonte kek kimi hime gigi kuning lagi anjenggggggg","M Y"
"9867","0","like dulu baru nonton v","JENZ O"
"9868","0","yaelah itu si arab juga clubing ngerokok minun alkohol anjing","ahmad erwin"
"9869","0","haha haters ko baik","ahmad gaming"
"9870","0","muka lo produk lokal rik njing v 




lu itu anak kontol b","HM GAMING 25"
"9871","5","bacot lo erickontol bngst kenalin gw haters luu ajg 







tapi boong hia hia hia hia","BEMKING"
"9872","0","semangat terus rick 
smg thun ini bsa m","MKFA 1717"
"9873","0","erick kena bait auto triggered","Aman Rahman"
"9874","1","teruz berkarya","ari wiji"
"9875","0","yahh intronya jess di pake d","Andre Gondes"
"9877","0","eriko lim kereatif njirr wkwk","Rahman Adiyek"
"9878","0","yaa santai lah ngntt","Septi Asomething"
"9879","0","woi channel gak ada berdaedah nya gak usah nonton mending mancing sama bapak kau","PamuKas DiDi"
"9880","0","lu koment jelek gitu nambah nambahin dosa","muhamad ridwan"
"9881","1","gua fans banget dengan kau bang sumpah gua subscribe lu pas di ribu subscriber kapan adakan giveaway bang","Rezwa Tampan Geling"
"9882","0","anj kok ada my lord qorygore","Io Yudy"
"9883","1","betul bang jgn pedulikan nih para botol yg bacotnya minta ampun 

 seng penting atm ngisih terus bner ga bang i anjenggggggg","BiNTER Gaming"
"9884","0","disini masih afa soapers setian mana suara soapers","Gingastyle Gingastyle"
"9885","1","astaga gw terjebak di channel autis","The Rich The Rich"
"9886","0","bang gua nungguin lo bkin konten milf","dhani adryan"
"9887","1","bang sabun gw habis tolong","AYAMPINTAR"
"9888","0","i love you you have me","Aveeleeanee"
"9889","1","hapus tu chanel kaya memeq





biar masuk vidio v","Adrian Ramadhan"
"9890","0","kok haters nya tolol sama kayak ericka nya","Rendy Devano"
"9891","1","hmmmmmm apa yg mau gw comment","siti suryiani"
"9892","0","kalo mereka gak suka terus gak tonton lu lu dapet uang darimana erickontolim kan lu tuh hatersnya lu campur subscriber belinya","bernarditio tachinardi punta"
"9893","0","nah ini panutan gw banget jir","dist"
"9894","0","soappers","popstman channel"
"9895","0","introo yg gw tunggu get jir","TuweeXs GaMbois"
"9896","0","erikontol mak luh ngidam apa sampe keluar toge kyk luh bngst","Nur Akbar Adiguna"
"9897","0","i love you bang erick v","Abistha Afif"
"9898","3","gw ngakak dah wkwkw
yang komen rata lebay coeeggg


 mana suara nya","RahmanXGaming"
"9899","0","h
ha
hat
hate
hater
haters
haters
hater
hate
hat
ha
h

like this comment pliss","alejcknhdb 18"
"9900","1","bang tetap semangat dalam mebuat videonya bang dan tetap dalam prinsip loh yang apa adanya bang  salam wtf dari Gbelinya","ellang 1939"
"9901","0","intro legend v","Santri Kost"
"9902","0","bangsat semua haters maju terus bang soapers sejati nih alam prinsip loh yang apa adanya bang  salam wtf dari Gbelinya","Alucard Miya"
"9903","0","ke tampanan
nambah dikit","Gizell Renzo"
"9904","0","intro lejen is bek","VITO PLAYERS"
"9905","0","anjirr opening legendd bangg mantapp","Rian Apeng"
"9906","0","haters itu baik bang tanpa haters lo pasti miskin sampek sekarang dan sekarang haters lo banyak makannya sekarang lo kaya kontol","Rizki Ariffianto"
"9907","0","pertama kali coli kapan bang v","Ketawa aja :v"
"9908","0","tenang","Goyan 12"
"9909","1","si kntl akhirnya make intro ter cancer jga","audyyana rzky"
"9910","0","sabar bang gua support lu terus bang","denis riandra"
"9911","0","kenapa kebanyakan yg koment bully erik g punya foto jgn muka dia yg mirip anjing kontol memek asu babi v 
 
 
 
 
 
selanjutnya","Muhammad Ridwan Hidayat"
"9912","0","sabina for live v","Valentino Malawau13"
"9913","0","auto ngakak anjinkoment bully erik g punya foto jgn muka dia yg mirip anjing kontol memek asu babi v 
 
 
 
 
 
selanjutnya","Agung Prayoga"
"9914","0","bit buriq pula mmq","Mabar Bray"
"9915","0","ericko lim berbicara 
btw gw org netral","didit mou"
"9916","0","first","Hadi Oktoferian"
"9917","0","semangat kontolll","ruslan fals"
"9918","0","sabar rick mending lo tobat aja rick","Marliana Susanti"
"9919","0","sperma gw keluar di menit","aldeo Ap"
"9920","1","tenang bang jalanmu masih panjang garis akhir yang lo pandang oke bangp anjing kontol memek asu babi v 
 
 
 
 
 
selanjutnya","Fais654 Kurniawan1232"
"9921","0","haters sumber uang bngsad","the bluekid"
"9922","0","haters itu ibarat semvak yg ingin di pasang tapi gk jadi gara gara semvak haters lebih buruk dari pada bau upil kudha","Votyh Kej"
"9923","0","ngakak ya liat komen begituan gue pribadi nggak mempermasalkan konten lu lim gue merasa terhibur aja fun fun aja n kl menurut orang lain konten lu nggak mendidik ya itu pilihan mereka mau ikut an apa hanya untuk hiburan aja kl gue sih hanya untuk hiburan aja haters mnurut gue adlh orang yang mempunyai jiwa keirian pada kesuksesan orang lain","Dhimas Saputra"
"9924","0","nonton itu untuk menghibur dan kalau menurut lo itu hal buruk jangan di ikut goblok bukan buat menghina yg punya chanel goblok","adli sputra"
"9925","2","pantat tebal luv luv","Small Giant"
"9926","0","andi fajar kata lo cari subciriber murah nyuru nyuruh orang hapus chanel","tama maruli simarmata"
"9927","16","di cepetin x kayak dj","PRAS ADJA"
"9928","0","bang pada minta video ngewe tuh subscribers lu semua wkwkwkwk","shadiq nugraha"
"9929","1","mau di bully kek gimana juga tetep dia pantad tertebal v","Rizki Sklr"
"9930","0","pemakan jembuddmana juga tetep dia pantad tertebal v","As Adi Prabowo"
"9931","0","erickontollim bangsad bilang makasih kek sama soapers mereka nonton semua video lu tanpa di skip sekalipun ada iklan nya 

 v","Yusril Mahendra"
"9932","0","intro legend back","NyEh 0MWC"
"9933","0","ada foto gabungan dyland sama warpathk sama soapers mereka nonton semua video lu tanpa di skip sekalipun ada iklan nya 

 v","Koko Ardiva"
"9934","1","gua haters","Yoga Febri"
"9935","0","ericko emang jago","Its me"
"9936","0","i have a dream","Vieri Fernandes"
"9937","0","semangat terus bang gua tunggu youtube rewind","Nurfan Sanda"
"9938","0","sbenernya ericko baik ege","prskila"
"9939","0","bener banget kata kata lu kata kata lu memotivasi gua thanks","bl Melody"
"9940","0","mantap bang this is the old of you kontol","Tampol Tivy"
"9941","0","komentar terbaik the old of you kontol","Azfa Andrean"
"9942","0","di tunggu botakkkkk nya jess aja udh botak masa lu blom rik","Mr. Swag"
"9943","0","fresh ni rick sumpah ngakak gw wkwkkw","Dika Febrian"
"9944","0","ahahhaha ke triger si anjing wwkwk","Ucup Done"
"9945","0","gg jir","MR XANDERBOY"
"9946","0","wkwkwke","MR XANDERBOY"
"9947","0","subs gua gua subs back","Twister HD"
"9948","0","paan sih kontol","Fransiskus Diki Warsito"
"9949","0","wesgamers nyasar bang v","ReiZumy CH"
"9950","0","nyasar cuk","Genta player pubg"
"9951","0","buat konten baru donk bng","Mai_ Lotta"
"9952","0","orang jahat yg sukannge bait di pubg nih wkwkkkwk","boboy surya"
"9953","0","wes ikut komen niy rame","drag net"
"9954","0","baca anjengggg gue sih suka gaya lo tapi kenapa harus ngecollab sama lonte gigi kuning kek kimi hime anjenggggggg
jijik gue bangsat","M Y"
"9955","0","disconnect free baca komentar sebelum lu komen botol gblk mereka ketawa karna teliti gk kek lu ajg","BEMKING"
"9956","0","disconnect free mana ada gblk","BEMKING"
"9957","0","wkwkw di edit anjayyyy  gw tadi baca ga ada kata kata di bawah nye anjay wkwkw gemetar sudah bulu ketek mu nak jijik gue bangsat","Disconnect Free"
"9958","0","kontol lu aning","Vhereyga Putra"
"9959","0","disconnect free baca sampai habis botol","BEMKING"
"9960","1","bingung mo komen apa","daffa pratama_0112"
"9961","0","dibacotin haters di kata katain jadiin adsense ajaa v","Afif Hernanda"
"9962","0","channel terbaik sepanjang masa yang nge unsub berarti orang tolol","nathanael yosh"
"9963","1","lu ganteng rik","Ages Voilure"
"9964","0","haters 
orang yang mau masuk konten reading hate comments","Qrouma Nelviyas"
"9965","0","woi para haters kali gasuka erickolim gausah ngatain berlebihan bngsd","Aldi Gaming"
"9966","0","udah ggk usaahh di uruss 
heaters mah gtu tain berlebihan bngsd","Anis Fitriyah"
"9967","0","wkwkwk kocak kocak sukses terus bang","tony maulana"
"9968","0","chanel paporit gw pemeli prenlyyyy semangat rick hajarr heters anjing itu w gemetar sudah bulu ketek mu nak jijik gue bangsat","korong madet"
"9969","0","muka jelek gpp bang b
sekarang rata cewek nilainya dari harta wkwkwkwk","mbah marlin XXI"
"9970","0","mantap kali","Kakek Moyang Si Ocong"
"9971","0","squad soaper mana suaranya wkwk mem k kok ngilu anjeng 
 

edi t dimana mana mem k ngilu kalo lahiran coeg v","Ari OFFICIAL"
"9972","30","don t judge a people by his video","Iqbal Dwiansyah"
"9973","0","hahha ngakak sih kalo ke sini","its miemi"
"9974","0","kalu bukan erick mau buat konten kayak gini lo semua haters emang mau kita enjoy aja gitu biar dia ngehibur kita","Bebeng 6415"
"9975","1","woy lo anjeng tujuan nge subsccribe kan suka ama kontennya bangsat kalo ga suka ngapaon di tonton ngentot bang ericko tujuannya ngehibur kalian semua tod ngapain lo subscribe tapi gasuka ama kontennya bangsat kena trigger dah gua","Cobra Sakti Official"
"9976","0","the best introoo is kambek broooo","Razzk Gaming"
"9977","0","lanjutkan karya mu nakk","Wayan Adrian"
"9978","0","memek ngilu anjir v","Fanny Darat"
